UserName;UserAvatar;UserProfile;Content;ScrapeTime;CreateTime;LikeCount;ReplyCount;VideoURL;Column1;Column2;Column3
kiyai.alim.rajo;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f89fbd80d893b90f5e907ecee0c17f50~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=98f4e64d&x-expires=1760760000&x-signature=BBVLzS5OyMJBx9d%2BaxHFfeGDsBc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@kiyai.alim.rajo;tidak ada gunanya jika tdk mencetak gol;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
davar;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6c93baf406bf1e6d59725aa30dd9d6dd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9256eb20&x-expires=1760760000&x-signature=kVHGulC20g534Zk%2FeqcNHpCCOiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@devarekha2024;fantastic day 🥰;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
d'vorah;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/8f704da2afa437321b5df306dec4ed9c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=010efa45&x-expires=1760760000&x-signature=4IR2uNxip7bq3vV%2BB4HhsLq%2FUTk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@cavera.22;jgn menyalahkan pelatih atau pemain.. emg blm rejeki dan waktunya aja..🥺;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
FarisMedia;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6ae3497d1ddfcf3406262e6d50e66933~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d5579346&x-expires=1760760000&x-signature=rw9eH95mfM8Q9Ir%2BIySDaLEJbpU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@farismedia1;Miskin taktik kluivert, permainan pemain tengah g ada, umpan depan langsung abis itu lost ball, kek g liat spek pemainnya gmn.;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
josh_ect;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/989601f8c0d916a4e4369e3d6f390469~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=30d13ac2&x-expires=1760760000&x-signature=VetcqI7446XOKv7CL0%2BPNP%2FJvd0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@ject.55;STY yg buat jalan malah Kluivert ngegagalin;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
AW;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/d810d3b00822735873e80d9b203b5f7c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=339390ba&x-expires=1760760000&x-signature=lfcSDF9hIQWlmPpbX9wb822e0Pk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@igbariwijaya;murni kesalahan pelatih, terutama match lawan arab;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
𝙳𝚄𝙻𝚄𝚁 𝚁𝙰𝙽𝚃𝙰𝚄;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/751bc57c3511be0e9b15ef194fbdf8ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c8ba1273&x-expires=1760760000&x-signature=OQsPu%2FoMWRPkhhoPVft7YyeFz1I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@dulur_rantau1;pak erik out;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
jhon;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/308afc04ca27a67ce09b8841ed7b9283~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dbcdb00c&x-expires=1760760000&x-signature=IvyXKNqisyALlliKzy%2BcioDwwkY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@fallojoni;pecat;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Muhidin_11;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/250f350a1ad39323ecaf2076058d7f3d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fe109e33&x-expires=1760760000&x-signature=L54rlVfhu17m4WXWHoK3xFNTPKI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@didin_ir;lebih mending sty ga mau di sogok pas melawan Arab Saudi makanya bisa menang ga kaya sekarang, dengan perjuangan yg kerass mending STY;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Ilham;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/326a67ffeb3b6cd32db102bc6a84acb8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b8a2bd46&x-expires=1760760000&x-signature=N0jVFLobxP0bKngy%2FEUuwg3oez0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@helmiwati931;ini pemain lokal udah dikit.;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
𝙳𝚄𝙻𝚄𝚁 𝚁𝙰𝙽𝚃𝙰𝚄;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/751bc57c3511be0e9b15ef194fbdf8ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c8ba1273&x-expires=1760760000&x-signature=OQsPu%2FoMWRPkhhoPVft7YyeFz1I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@dulur_rantau1;out..;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
candra;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/206aa852387fe04a07c0fe05b09dd61c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=31ff6359&x-expires=1760760000&x-signature=eNoLnzvNq42yzcZAOeJ%2BjqPIFE8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@mhmdsyafiudin;pelatih plonga plongo.;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Ujang Moeiz;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/206060dc3dc827a72c8c6996dbc6e451~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=37a9e009&x-expires=1760760000&x-signature=9HmS4Jb35jjkZjJUqxITiwnRVfc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@ujangsholahudin0;Kami yg kecewa;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Radent S;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3e08ca75353c5812df66eae4fecb5d88~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3debac13&x-expires=1760760000&x-signature=ubLdUeyRcAgqMYNpTxcKnjTyqaY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@rad3nts8;jngn d pecat tapi di buang kelaut;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Hamid Yaqub;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/a07e166c65319052c880ffaf1a182049~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=26ce005b&x-expires=1760760000&x-signature=%2F4oEH9mYkLSLfBe3mr9OTa1aIxE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@hamidyq;out patrick;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Hery liauw;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7116446033533468699~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=37037de4&x-expires=1760760000&x-signature=%2Bh7L1H0iC1YvwuOtoIsvwy3PN2Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@heryliauw;Pecat;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
tiger wong;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/14d515565c4f66c779e0a5389db75aa5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f35734db&x-expires=1760760000&x-signature=69Iud5wodTMFvSgHOJugmtpMnMs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@tigerwong868;mana ada yg instan bisa juara....;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Kobra alii;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6b4f2fa058107c1dd82d464bef45fb86~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dbdfda6c&x-expires=1760760000&x-signature=j6ONIci7WDSnngPF4Y5HlpQ6xoo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@alikobra479;mungkin belum takdirnya,Allah pasti tau yang lebih baik buat bangsa indonesia☺️🫶🤲🌹💪🙏;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Ali Moko;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc80076fc950530b537298e2d9e4a16c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5024d837&x-expires=1760760000&x-signature=oSNSE1q3Rn8pah5ZLae0ekquyKI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@alif45743;untuk apa ganti sty kalau nggak lolos;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
sikembar kembar;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7977d13f9005b676bf6235141bcfdc08~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ce238153&x-expires=1760760000&x-signature=6k4hoDQj2yd3f%2BTbAtRvUgBZtNY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@rafikasbrt382;ganti sty aja sebelum bertanding;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
𝔹𝔾 𝟟𝟙𝟘 𝔸𝕁𝔸;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f008a502c0979f9363ad19ff4284a410~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=565fd2b4&x-expires=1760760000&x-signature=RGpRyV4TFrKQdb8V31D0ARKkpr4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@yoaja_1;bisa²nya ambil pelatih dri Belanda 🗿 kek gak ingat sejarah aja 🗿😀;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Fahmi Murtadho;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7261271778128297989~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=559cd099&x-expires=1760760000&x-signature=dZa7Mz1vPDkM4Pe9Uen8N0oOjOI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@fahmi.murtadho;out out;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
PARHORIS;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/acce8c2c3f46765d911a2b82f46ba27e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1b10fb85&x-expires=1760760000&x-signature=OQK%2BO04bp5P64Vu%2BkYSW%2Fcq%2BXiU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@ragabebasjiwaterjebak;saya milih ga nonton karena khwatir, Jepang, Korea, Australia adalah negara yg secara mental ga ada ciutnya terhadap timur Tengah, Indonesia sngat tunduk ke Arab, PSSI sangat saya ragukan bila berhadapan dgn timur Tengah kecuali pelatihnya Jepang dan korea;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
RAKYAT MENGGUGAT;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0038ecf8a13c79e87f3dd39f2dcf4062~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9eba704a&x-expires=1760760000&x-signature=75Nedv4Z5cKjUro%2FiaRhhO4ZEGY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@suanggimalam96;#pkout;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
bos muda89;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/26cff0eee0c2fd4b07d73b9b36181d2b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4fb97a3d&x-expires=1760760000&x-signature=VUAzj64yyF7iM%2FqhKyBqbkVnN6c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@bosmuda1909;ganti lagi STY ajah out Kluivert;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
ayxdaaz;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e794014f5d98f68ece91e4dda6ea9040~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=59c33750&x-expires=1760760000&x-signature=mGYJQU44UtmpeFTJTgzUWuBNrLs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@mounarudome;berandai2 si kluivert yg duuan ngelatih trus apa yakin bisa ronde 4 ???;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
COMANDO KSAMBI🇮🇩🇲🇾🇮🇩🇲🇾;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/66e8c61fa3ee466c5cef2dec14d51ccd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=649218a0&x-expires=1760760000&x-signature=89XH2BbyhJEngo%2B0HowGQ%2BINF74%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@elzahid.cucu.rong;patrik seharusnya jadi pelatih indonesia di bagian liga 3 🤣🤣;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
sidik 77;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7c92e0996ed31f7534ed44ace1fda178~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=12470df5&x-expires=1760760000&x-signature=qs%2BA%2FmY5q%2FS6XTKXrq64%2BfW5I%2F4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@msidik.arrasyid;patrick, erik, mafia.;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
gaming;https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7203011162282295322~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=10e473c6&x-expires=1760760000&x-signature=FOrVgOWBg%2BXwqE8AbVIPF9vtJbo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@gamingmobile79;pecat;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
P.G;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/782a69474bce9ef02b38d3235529fae2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=82263a35&x-expires=1760760000&x-signature=FBldbL0NQdHqXNAUd9qlbdGpQck%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@puteraghiri;pecat aja pelatih ini;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
andimukti673;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7335187922225725460~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6156e3d5&x-expires=1760760000&x-signature=cbhbEiK6bVeERlmJQvhHG4AQaKg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@andimukti673;adili patric;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Huzhyen;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2c997b6bbbaecb6f3655f6750c2a7ba7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1a1005fb&x-expires=1760760000&x-signature=4%2FKo8s05ToTi4L%2BVIi0a2VfHW3c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@huzhyen;lebih fantastik lagi saat anda belum datang;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
y;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ba9b6abac4fc18adf51c2030e13623f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5e2503be&x-expires=1760760000&x-signature=qCXEiUfA9dMFiCEJzgkurP35bjs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@y9489538;#patric out;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Gelas_retak;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a8dda94f282c2b1056bb4e7db024f1fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8c13ffd1&x-expires=1760760000&x-signature=vHXajo0%2BxEh%2F8Z8gv%2FwZCUPp0MI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@.tanpa_nama700;shin tae young ketawa di pojokan😂;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Andi nur;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/580eff97bdb2384b094b0745ca635493~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a494a42e&x-expires=1760760000&x-signature=pQeou5MiP6tg4ITsypUFLarEvlg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@andi88nur;katanya banyak orang hebat tepuk tangan meriah peran mereka untuk timnas Indonesia.. kok bisa ya... tidak ada yang gratis.. ustadz ceramah di bayar;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
SuperLiquid🔱;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e52f10a889062be2c68a3daecf6cd3f8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c04c87b8&x-expires=1760760000&x-signature=oZVGZrP1Gk%2B%2F1RWlW3MkcJTiXsY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@superliquid;bener kata spongebob;17/10/2025 11:02;5d ago;1;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
haji muda sf;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b0f979620eb962c85bca1fd881a80231~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6030ab95&x-expires=1760760000&x-signature=7FpBGoiabqY68NnNkk5thDtlNik%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@hajimudasf;tahe;17/10/2025 11:02;19h ago;0;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
appe;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/51f0adb0fe86e255d0c9ccedb71d2a02~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5be74245&x-expires=1760760000&x-signature=lXilOpQKUdP1iYM6Wk6Cg8D5zsQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@appefa;melihat mukanya saja tidak seperti seorang pelatih;17/10/2025 11:02;19h ago;0;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
TokoLaras♨️;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a3927c059d5e499a751cc7dca4c83bda~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=759b1acf&x-expires=1760760000&x-signature=9TF9tJ1kbpdLvvLz73ff29ITENs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@tokolaras02;kenapa pas lawan arab tidak pake sekuat pas lawan irak , kan heran cok udah bagus pecat aja;17/10/2025 11:02;20h ago;0;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
rdvgdx;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d962f9108771092d358cea7583df6bc5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f4e3e33f&x-expires=1760760000&x-signature=yXHKsGgZ8EAOW2MMaKtMssPgTnE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@rdvgdx;here we go jesus casas;17/10/2025 11:02;21h ago;0;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Nitha Tri;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/28828137ec08f8988d9c5760266037d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=45179c7c&x-expires=1760760000&x-signature=hJmzSiFZUsugtKW%2FjpaP%2Bv1iuWw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@nitha_tri;STY terbaik;17/10/2025 11:02;1d ago;0;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
UKKI R;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a9073bcfc840e8dfcd01d64fade5260e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9f8c29ab&x-expires=1760760000&x-signature=fNULYtbmztFfw5F6ZgnUmgxjrNs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@ukki.r;Kembali kan STY !;17/10/2025 11:02;2d ago;0;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
Cucun Ritonga;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/77cd27a0185b464a3ec2ff13e6182776~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0f802dc2&x-expires=1760760000&x-signature=xf7F1IYeJaEYV7NO3GBxQbSYC2Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@cucun.ritonga;Pelatih macam apa ini lebih bagus STY yg melatih...;17/10/2025 11:02;2d ago;0;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
iyoikiepan🖐🏻💥;https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/01268c102a39c07c1f870cc3c76b8379~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6961c8d6&x-expires=1760760000&x-signature=VBrazCF7salAjhpfxX3lw3PCWAM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2;https://www.tiktok.com/@epansinyo;patrik taek ancene🗿;17/10/2025 11:02;2d ago;0;;https://www.tiktok.com/@kompastv.indonesia/video/7560151996221705488?q=berita%20timnas%20indonesia&t=1760668955857;;;
